Name,Platform,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Halo: The Master Chief Collection,XOne,2014,1890000.0,990000.0,30000.0,240000.0
Spider-Man,PS,2000,1700000.0,1250000.0,20000.0,160000.0
Star Wars Episode I Racer,N64,1999,2310000.0,620000.0,140000.0,40000.0
The Elder Scrolls IV: Oblivion,PS3,2007,1690000.0,870000.0,140000.0,420000.0
Heavy Rain,PS3,2010,1290000.0,1270000.0,60000.0,500000.0
Mass Effect 2,X360,2010,1990000.0,820000.0,30000.0,270000.0
Dragon Ball Z: Budokai,PS2,2002,2170000.0,280000.0,550000.0,80000.0
Madden NFL 2002,PS2,2001,2500000.0,160000.0,10000.0,420000.0
World Class Track Meet,NES,1986,1920000.0,450000.0,640000.0,70000.0
Borderlands 2,X360,2012,1890000.0,910000.0,40000.0,240000.0
The Legend of Zelda: A Link Between Worlds,3DS,2013,1400000.0,990000.0,460000.0,220000.0
Donkey Kong,GB,1994,1570000.0,620000.0,550000.0,340000.0
Mass Effect 3,X360,2012,1940000.0,860000.0,30000.0,240000.0
Far Cry 3,X360,2012,1380000.0,1350000.0,20000.0,280000.0
Epic Mickey,Wii,2010,2060000.0,640000.0,120000.0,220000.0
Saints Row 2,X360,2008,1940000.0,800000.0,20000.0,270000.0
Killzone 2,PS3,2009,1400000.0,1070000.0,80000.0,470000.0
Mike Tyson's Punch-Out!!,NES,1987,2029999.9999999998,470000.0,450000.0,70000.0
WWE SmackDown! Shut Your Mouth,PS2,2002,1450000.0,1130000.0,70000.0,380000.0
NBA 2K13,X360,2012,2600000.0,210000.0,10000.0,190000.0
Middle-Earth: Shadow of Mordor,PS4,2014,1010000.0,1410000.0,50000.0,530000.0
Star Fox,SNES,1993,1610000.0,510000.0,800000.0,70000.0
World Soccer Winning Eleven 6 International,PS2,2002,120000.0,1260000.0,1160000.0,450000.0
Devil May Cry,PS2,2001,1360000.0,860000.0,640000.0,130000.0
Animal Crossing: Happy Home Designer,3DS,2015,470000.0,1000000.0,1390000.0,120000.0
Battlefield: Bad Company 2,PS3,2010,1330000.0,1120000.0,80000.0,450000.0
Sonic Heroes,PS2,2003,1040000.0,1370000.0,60000.0,490000.0
Hitman 2: Silent Assassin,PS2,2002,1360000.0,1150000.0,40000.0,410000.0
Street Fighter IV,X360,2009,1820000.0,710000.0,150000.0,260000.0
Wave Race 64,N64,1996,1980000.0,580000.0,340000.0,40000.0
SOCOM II: U.S. Navy SEALs,PS2,2003,2220000.0,510000.0,60000.0,150000.0
WWE SmackDown! vs. RAW 2006,PS2,2005,1450000.0,1110000.0,40000.0,330000.0
inFAMOUS,PS3,2009,1760000.0,690000.0,120000.0,370000.0
Pac-Man Collection,GBA,2001,2069999.9999999998,770000.0,50000.0,50000.0
Mass Effect,X360,2007,1830000.0,800000.0,30000.0,270000.0
WarioWare: Smooth Moves,Wii,2006,870000.0,1060000.0,730000.0,260000.0
Cooking Mama: Cook Off,Wii,2007,1430000.0,1130000.0,50000.0,300000.0
Super Mario World 2: Yoshi's Island,GBA,2002,1750000.0,450000.0,620000.0,90000.0
FIFA 14,PS4,2013,610000.0,1850000.0,110000.0,330000.0
Titanfall,XOne,2014,1840000.0,800000.0,40000.0,220000.0
World Soccer Winning Eleven 7 International,PS2,2003,80000.0,1240000.0,1130000.0,450000.0
Need for Speed: Most Wanted,PS3,2012,710000.0,1510000.0,60000.0,610000.0
Hot Shots Golf 3,PS2,2001,990000.0,320000.0,1380000.0,200000.0
Call of Duty: Finest Hour,PS2,2004,1510000.0,1120000.0,10000.0,240000.0
Syphon Filter,PS,1999,2029999.9999999998,720000.0,20000.0,110000.0
Colin McRae Rally,PS,1998,90000.0,2430000.0,120000.0,220000.0
The Elder Scrolls III: Morrowind,XB,2002,2089999.9999999998,630000.0,30000.0,110000.0
F-Zero,SNES,1990,1370000.0,510000.0,890000.0,70000.0
Yoshi's Story,N64,1997,1290000.0,530000.0,980000.0,50000.0
FIFA 16,PS3,2015,400000.0,1980000.0,50000.0,420000.0
Assassin's Creed: Brotherhood,PS3,2010,1870000.0,570000.0,110000.0,300000.0
BioShock,X360,2007,1650000.0,860000.0,50000.0,280000.0
Medal of Honor,PS3,2010,1280000.0,1050000.0,70000.0,430000.0
WWE SmackDown! vs. Raw,PS2,2002,1320000.0,1080000.0,40000.0,390000.0
Metroid Prime,GC,2002,1960000.0,670000.0,100000.0,90000.0
Finding Nemo,GBA,2003,1590000.0,1050000.0,40000.0,140000.0
Need for Speed: Hot Pursuit,PS3,2010,1050000.0,1250000.0,30000.0,480000.0
WWE SmackDown! Here Comes the Pain,PS2,2003,1320000.0,1060000.0,40000.0,380000.0
Hot Shots Golf,PS,1997,290000.0,200000.0,2130000.0,180000.0
Killzone 3,PS3,2011,1450000.0,880000.0,90000.0,380000.0
WWF SmackDown! Just Bring It,PS2,2001,1190000.0,1150000.0,40000.0,410000.0
Monster Hunter Tri,3DS,2011,460000.0,290000.0,1960000.0,70000.0
inFAMOUS: Second Son,PS4,2014,1270000.0,970000.0,70000.0,470000.0
Ratchet & Clank: Going Commando,PS2,2003,1440000.0,830000.0,260000.0,250000.0
Tekken 6,PS3,2009,1200000.0,980000.0,170000.0,430000.0
Sonic and the Secret Rings,Wii,2007,1240000.0,1200000.0,40000.0,300000.0
Saints Row: The Third,X360,2011,1250000.0,1150000.0,70000.0,300000.0
Mario Paint,SNES,1992,1430000.0,540000.0,710000.0,70000.0
Assassin's Creed IV: Black Flag,PS4,2013,1070000.0,1310000.0,60000.0,310000.0
Pok?mon Stadium 2,N64,2000,1020000.0,360000.0,1130000.0,230000.0
Metroid,NES,1986,1330000.0,310000.0,1040000.0,50000.0
L.A. Noire,X360,2011,1520000.0,940000.0,20000.0,240000.0
Call of Duty 3,X360,2006,1490000.0,930000.0,20000.0,270000.0
The Legend of Zelda: A Link to the Past,GBA,2002,1750000.0,520000.0,330000.0,100000.0
Onimusha: Warlords,PS2,2001,990000.0,480000.0,1090000.0,140000.0
Mario Party,N64,1998,1250000.0,530000.0,870000.0,50000.0
LEGO Star Wars II: The Original Trilogy,PS2,2006,1850000.0,640000.0,10000.0,190000.0
Need for Speed: Shift,PS3,2009,690000.0,1410000.0,40000.0,530000.0
Final Fantasy XIII-2,PS3,2011,780000.0,750000.0,890000.0,260000.0
Call Of Duty 2: Big Red One,PS2,2005,1480000.0,920000.0,10000.0,260000.0
Medal of Honor Heroes,PSP,2006,860000.0,1110000.0,10000.0,660000.0
Star Wars: Shadows of the Empire,N64,1996,2000000.0,500000.0,120000.0,30000.0
Midnight Club: Street Racing,PS2,2000,2000000.0,470000.0,20000.0,140000.0
Pac-Man: Adventures in Time,PSP,2006,760000.0,1100000.0,120000.0,650000.0
Halo Wars,X360,2009,1530000.0,820000.0,40000.0,240000.0
God of War Collection,PS3,2009,1700000.0,460000.0,60000.0,410000.0
Mario Strikers Charged,Wii,2007,1070000.0,1060000.0,240000.0,250000.0
Medal of Honor,X360,2010,1550000.0,810000.0,40000.0,210000.0
FIFA Soccer 10,X360,2009,590000.0,1790000.0,10000.0,230000.0
NBA 2K12,X360,2011,2310000.0,140000.0,10000.0,160000.0
Harry Potter and the Chamber of Secrets,PS2,2002,900000.0,1220000.0,40000.0,440000.0
Super Mario All-Stars: Limited Edition,Wii,2010,1020000.0,520000.0,920000.0,140000.0
FIFA Soccer 09,PS3,2008,480000.0,1630000.0,40000.0,430000.0
Ratchet & Clank Future: Tools of Destruction,PS3,2007,930000.0,1120000.0,80000.0,450000.0
LittleBigPlanet,PSP,2009,640000.0,1240000.0,10000.0,690000.0
Killzone: Shadow Fall,PS4,2013,890000.0,1330000.0,70000.0,280000.0
Ghostbusters: The Video Game (DS Version),X360,2009,1040000.0,1240000.0,30000.0,270000.0
Monster Hunter Freedom 2,PSP,2007,370000.0,270000.0,1750000.0,180000.0
WWE SmackDown vs. RAW 2007,PS2,2006,1400000.0,880000.0,30000.0,260000.0
Ratchet & Clank: Up Your Arsenal,PS2,2004,1310000.0,740000.0,310000.0,220000.0
Dragon Age: Origins,X360,2009,1760000.0,560000.0,30000.0,220000.0
Sonic Adventure 2 Battle,GC,2001,1700000.0,590000.0,210000.0,70000.0
Pok?mon Colosseum,GC,2003,1210000.0,570000.0,700000.0,70000.0
Deca Sports,Wii,2008,1130000.0,870000.0,290000.0,250000.0
Crazy Taxi,PS2,2001,1130000.0,1120000.0,60000.0,220000.0
Perfect Dark,N64,2000,1550000.0,750000.0,160000.0,60000.0
Tomb Raider (2013),PS3,2013,600000.0,1310000.0,80000.0,520000.0
PES 2009: Pro Evolution Soccer,PS2,2008,130000.0,70000.0,260000.0,2049999.9999999998
Mario Party 2,N64,1999,1280000.0,140000.0,1080000.0,10000.0
Saints Row: The Third,PS3,2011,860000.0,1060000.0,180000.0,390000.0
Resistance 2,PS3,2008,1150000.0,850000.0,100000.0,390000.0
Tomb Raider: The Last Revelation,PS,1998,1150000.0,1140000.0,60000.0,130000.0
NBA 2K13,PS3,2012,1720000.0,440000.0,50000.0,270000.0
Mario Party 4,GC,2002,1130000.0,360000.0,920000.0,70000.0
Midnight Club: Los Angeles,PS3,2008,1550000.0,540000.0,50000.0,310000.0
Final Fantasy Tactics,PS,1997,930000.0,120000.0,1340000.0,60000.0
Halo: Combat Evolved Anniversary,X360,2011,1440000.0,730000.0,40000.0,220000.0
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,1560000.0,610000.0,20000.0,230000.0
Sonic Adventure,DC,1998,1260000.0,610000.0,460000.0,80000.0
Ice Hockey,NES,1988,1270000.0,320000.0,780000.0,50000.0
pro evolution soccer 2011,PS3,2010,290000.0,1180000.0,540000.0,410000.0
Dragon Ball Z: Budokai 2,PS2,2003,1630000.0,220000.0,510000.0,60000.0
Dino Crisis,PS,1998,810000.0,760000.0,700000.0,140000.0
Pro Wrestling,NES,1987,770000.0,180000.0,1420000.0,30000.0
Need for Speed (2015),PS4,2015,490000.0,1490000.0,50000.0,360000.0
Batman: Arkham Origins,PS3,2013,1070000.0,870000.0,40000.0,400000.0
Guitar Hero,PS2,2005,1670000.0,610000.0,30000.0,70000.0
Kinect: Disneyland Adventures,X360,2011,1730000.0,460000.0,20000.0,180000.0
WCW/nWo Revenge,N64,1998,1940000.0,390000.0,30000.0,20000.0
Bloodborne,PS4,2015,1000000.0,760000.0,260000.0,360000.0
NBA 2K15,PS4,2014,1460000.0,540000.0,10000.0,370000.0
The Incredibles,PS2,2004,960000.0,1080000.0,40000.0,300000.0
Tony Hawk's Underground 2,PS2,2004,1250000.0,860000.0,10000.0,260000.0
Kinect Sports: Season Two,X360,2011,1380000.0,740000.0,20000.0,220000.0
Kirby's Dream Land 2,GB,1995,690000.0,140000.0,1480000.0,50000.0
Donkey Kong Land II,GB,1996,1390000.0,480000.0,400000.0,80000.0
Midnight Club: Los Angeles,X360,2008,1680000.0,460000.0,10000.0,200000.0
Resident Evil - Code: Veronica X,PS2,2001,1080000.0,700000.0,340000.0,210000.0
The Legend of Zelda: Majora's Mask 3D,3DS,2015,1140000.0,540000.0,470000.0,170000.0
Mario Tennis,N64,2000,780000.0,400000.0,1060000.0,70000.0
Grand Theft Auto,PS,1997,790000.0,1350000.0,40000.0,140000.0
James Bond 007: Everything or Nothing,PS2,2004,850000.0,1060000.0,90000.0,320000.0
Cool Boarders 3,PS,1998,1650000.0,460000.0,100000.0,100000.0
Dead Island,PS3,2011,1080000.0,750000.0,150000.0,310000.0
God of War: Ascension,PS3,2013,1230000.0,680000.0,40000.0,340000.0
Pro Evolution Soccer 2010,PS3,2009,300000.0,1270000.0,460000.0,260000.0
Mario Bros.,NES,1983,510000.0,120000.0,1630000.0,20000.0
FIFA Soccer 09,PS2,2008,380000.0,70000.0,10000.0,1820000.0
Borderlands 2,PS3,2012,1050000.0,770000.0,100000.0,360000.0
TOCA Touring Car Championship,PS,1997,70000.0,2000000.0,20000.0,180000.0
Paper Mario: Sticker Star,3DS,2012,1120000.0,390000.0,640000.0,120000.0
Super Monkey Ball: Banana Blitz,Wii,2006,1070000.0,920000.0,40000.0,240000.0
Kirby: Nightmare in Dream Land,GBA,2002,1220000.0,100000.0,910000.0,40000.0
Wario Land 4,GBA,2001,900000.0,730000.0,540000.0,90000.0
Guitar Hero III: Legends of Rock,PS3,2007,1400000.0,540000.0,20000.0,300000.0
Resident Evil 4,Wii,2007,1340000.0,570000.0,140000.0,210000.0
Minecraft,PSV,2014,280000.0,790000.0,870000.0,320000.0
Onimusha 2: Samurai's Destiny,PS2,2002,620000.0,440000.0,1060000.0,130000.0
Cool Boarders 2,PS,1997,1520000.0,460000.0,200000.0,80000.0
Paper Mario: The Thousand-Year Door,GC,2004,1480000.0,250000.0,460000.0,60000.0
Monster Hunter Tri,Wii,2009,670000.0,410000.0,1050000.0,110000.0
Dissidia: Final Fantasy,PSP,2008,510000.0,510000.0,910000.0,320000.0
Sonic Advance,GBA,2001,1190000.0,710000.0,220000.0,130000.0
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,1740000.0,250000.0,210000.0,30000.0
New Super Luigi U,WiiU,2013,1270000.0,620000.0,180000.0,160000.0
The Legend of Zelda: Link's Awakening DX,GB,1998,1000000.0,630000.0,450000.0,130000.0
BioShock 2,X360,2010,1450000.0,550000.0,20000.0,190000.0
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,1060000.0,820000.0,50000.0,280000.0
Wario Land 3,GB,2000,1110000.0,510000.0,340000.0,230000.0
Sonic Unleashed,Wii,2008,1280000.0,680000.0,20000.0,210000.0
Pro Evolution Soccer 2012,PS3,2011,340000.0,970000.0,550000.0,330000.0
Saints Row,X360,2006,1170000.0,780000.0,20000.0,220000.0
Kirby's Pinball Land,GB,1992,870000.0,170000.0,1100000.0,50000.0
Donkey Kong Country,GB,2000,1040000.0,720000.0,300000.0,130000.0
Hitman: Absolution,PS3,2012,590000.0,1070000.0,70000.0,450000.0
Forza Motorsport 5,XOne,2013,1210000.0,780000.0,10000.0,170000.0
Mario & Luigi: Superstar Saga,GBA,2003,1480000.0,170000.0,470000.0,60000.0
Final Fantasy XIII,X360,2010,1270000.0,680000.0,10000.0,200000.0
Star Wars: Rogue Squadron,N64,1998,1600000.0,460000.0,80000.0,30000.0
Tennis,NES,1984,480000.0,110000.0,1560000.0,20000.0
Syphon Filter 2,PS,2000,1500000.0,550000.0,20000.0,80000.0
Tom Clancy's Rainbow Six: Siege,PS4,2015,540000.0,1160000.0,130000.0,320000.0
R.C. Pro-Am,NES,1988,1470000.0,380000.0,190000.0,100000.0
Final Fantasy Tactics Advance,GBA,2003,820000.0,370000.0,890000.0,50000.0
Far Cry: Primal,PS4,2016,590000.0,1160000.0,60000.0,330000.0
Kirby's Epic Yarn,Wii,2010,1470000.0,90000.0,450000.0,110000.0
Project Gotham Racing,XB,2001,1370000.0,610000.0,50000.0,90000.0
Golf,GB,1989,830000.0,330000.0,920000.0,40000.0
NBA 2K12,PS3,2011,1610000.0,270000.0,50000.0,180000.0
PES 2009: Pro Evolution Soccer,PS3,2008,110000.0,1340000.0,400000.0,260000.0
Need for Speed: Hot Pursuit 2,PS2,2002,1680000.0,310000.0,20000.0,90000.0
Mario Sports Mix,Wii,2010,900000.0,450000.0,630000.0,130000.0
Dynasty Warriors 4,PS2,2003,630000.0,210000.0,1130000.0,130000.0
Parasite Eve,PS,1998,940000.0,70000.0,1050000.0,40000.0
Project Gotham Racing (JP weekly sales),XB,2002,1540000.0,440000.0,40000.0,70000.0
Need for Speed: Most Wanted 5-1-0,PSP,2005,1770000.0,130000.0,20000.0,180000.0
Portal 2,X360,2011,1410000.0,510000.0,10000.0,170000.0
Devil May Cry 3: Dante's Awakening,PS2,2005,990000.0,630000.0,290000.0,190000.0
Dead Rising,X360,2006,1160000.0,650000.0,80000.0,200000.0
Finding Nemo,PS2,2003,1260000.0,600000.0,50000.0,180000.0
NBA 2K11,X360,2010,1840000.0,120000.0,10000.0,130000.0
Battlefield: Hardline,PS4,2015,700000.0,930000.0,140000.0,320000.0
Metal Gear Solid: Peace Walker,PSP,2010,460000.0,420000.0,960000.0,250000.0
Need For Speed: Undercover,PS3,2008,630000.0,1020000.0,50000.0,390000.0
Mario Party 5,GC,2003,970000.0,330000.0,730000.0,60000.0
Ghostbusters: The Video Game (DS Version),PS3,2010,590000.0,990000.0,130000.0,360000.0
Kingdom Hearts: Birth by Sleep,PSP,2010,630000.0,420000.0,750000.0,260000.0
Dark Souls,PS3,2011,750000.0,540000.0,540000.0,230000.0
Need for Speed: ProStreet,X360,2007,1040000.0,800000.0,10000.0,220000.0
The Sims 3,PS3,2010,730000.0,970000.0,20000.0,340000.0
Tom Clancy's Splinter Cell: Conviction,X360,2010,1200000.0,630000.0,40000.0,190000.0
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,710000.0,520000.0,740000.0,80000.0
The Incredibles,GBA,2004,1150000.0,770000.0,40000.0,100000.0
R4: Ridge Racer Type 4,PS,1998,680000.0,460000.0,790000.0,130000.0
SoulCalibur II,PS2,2003,1060000.0,620000.0,130000.0,250000.0
Mario & Luigi: Dream Team,3DS,2013,890000.0,570000.0,460000.0,130000.0
Need for Speed: ProStreet,PS3,2007,730000.0,920000.0,40000.0,370000.0
NBA 2K14,PS3,2013,1430000.0,330000.0,40000.0,250000.0
Sonic Mega Collection,GC,2002,1470000.0,480000.0,50000.0,60000.0
Diablo III,PS3,2013,710000.0,830000.0,150000.0,350000.0
PGR4 - Project Gotham Racing 4,X360,2007,480000.0,1290000.0,20000.0,250000.0
Dance Central 2,X360,2011,1450000.0,420000.0,10000.0,160000.0
Donkey Kong Country,GBA,2003,1200000.0,480000.0,290000.0,70000.0
Need for Speed: The Run,PS3,2011,580000.0,1060000.0,30000.0,370000.0
1080?: TenEighty Snowboarding,N64,1998,1250000.0,610000.0,130000.0,50000.0
Call of Duty 2,X360,2005,1810000.0,50000.0,10000.0,150000.0
Forza Horizon,X360,2012,820000.0,980000.0,40000.0,180000.0
LEGO Marvel Super Heroes,PS3,2013,770000.0,850000.0,10000.0,370000.0
Fire Emblem: Awakening,3DS,2012,890000.0,450000.0,530000.0,130000.0
DriveClub,PS4,2014,350000.0,1310000.0,20000.0,330000.0
Super Street Fighter II,SNES,1993,520000.0,160000.0,1290000.0,30000.0
Tenchu: Stealth Assassins,PS,1997,950000.0,640000.0,270000.0,130000.0
Tennis,GB,1989,750000.0,300000.0,900000.0,40000.0
Harry Potter and the Chamber of Secrets,GBA,2002,1210000.0,640000.0,50000.0,90000.0
Harry Potter and the Chamber of Secrets,PS,2002,750000.0,1090000.0,20000.0,120000.0
SimCity,SNES,1991,930000.0,270000.0,750000.0,40000.0
Resident Evil 6,X360,2012,1110000.0,630000.0,70000.0,160000.0
Dragon Age: Inquisition,PS4,2014,720000.0,860000.0,80000.0,320000.0
Devil May Cry 2,PS2,2003,710000.0,580000.0,510000.0,170000.0
Burnout Paradise,PS3,2008,1010000.0,640000.0,20000.0,300000.0
BioShock Infinite,X360,2013,1220000.0,570000.0,20000.0,150000.0
Hot Shots Golf: Open Tee,PSP,2004,500000.0,500000.0,630000.0,330000.0
Rad Racer,NES,1986,1130000.0,370000.0,410000.0,50000.0
Soccer,NES,1985,180000.0,230000.0,1530000.0,20000.0
Tom Clancy's Rainbow Six: Vegas,X360,2006,1090000.0,650000.0,20000.0,200000.0
FIFA Soccer 09,X360,2008,490000.0,1260000.0,10000.0,180000.0
Alleyway,GB,1989,960000.0,380000.0,550000.0,50000.0
Dragon Ball Z: Budokai 3,PS2,2004,1090000.0,150000.0,650000.0,40000.0
Jet Moto 2,PS,1997,1410000.0,420000.0,30000.0,70000.0
Virtua Fighter 2,SAT,1995,340000.0,260000.0,1300000.0,30000.0
Tetris DX,GB,1998,1060000.0,600000.0,200000.0,70000.0
Watch Dogs,PS3,2014,560000.0,890000.0,100000.0,370000.0
Tomb Raider (2013),X360,2013,860000.0,870000.0,10000.0,170000.0
The Legend of Zelda: Oracle of Ages,GB,2001,920000.0,530000.0,410000.0,60000.0
Need for Speed: Shift,X360,2009,730000.0,970000.0,10000.0,220000.0
PaRappa The Rapper,PS,1996,260000.0,160000.0,1460000.0,30000.0
Mario Party 3,N64,2000,720000.0,160000.0,1010000.0,20000.0
Destiny: The Taken King,PS4,2015,770000.0,780000.0,40000.0,310000.0
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,1030000.0,750000.0,30000.0,90000.0
Max Payne 3,PS3,2012,590000.0,920000.0,60000.0,320000.0
Need for Speed Rivals,PS4,2013,730000.0,910000.0,30000.0,220000.0
Yokai Watch,3DS,2013,210000.0,300000.0,1330000.0,40000.0
Ratchet & Clank Future: A Crack in Time,PS3,2009,1050000.0,540000.0,30000.0,260000.0
Hot Shots Golf 2,PS,1999,250000.0,120000.0,1480000.0,30000.0
Medal of Honor: European Assault (All Region sales),PS2,2005,890000.0,690000.0,90000.0,210000.0
WCW Nitro,PS,1998,1420000.0,360000.0,30000.0,70000.0
Star Fox Adventures,GC,2002,960000.0,530000.0,300000.0,90000.0
FIFA 2000,PS,1998,220000.0,1470000.0,40000.0,140000.0
Dynasty Warriors 3,PS2,2001,530000.0,160000.0,1070000.0,100000.0
Donkey Kong Country Returns,3DS,2013,730000.0,620000.0,400000.0,120000.0
The Legend of Zelda: Oracle of Seasons,GB,2001,870000.0,520000.0,410000.0,60000.0
Shrek 2,PS2,2004,1120000.0,690000.0,30000.0,20000.0
The Legend of Dragoon,PS,1999,940000.0,440000.0,390000.0,100000.0
Turok 2: Seeds of Evil,N64,1997,1370000.0,410000.0,40000.0,40000.0
LittleBigPlanet 3,PS4,2014,640000.0,920000.0,10000.0,290000.0
Chrono Cross,PS,1999,620000.0,420000.0,690000.0,120000.0
GoldenEye 007 (2010),Wii,2010,850000.0,710000.0,130000.0,160000.0
Mario Party: Island Tour,3DS,2013,610000.0,590000.0,550000.0,110000.0
Kingdom Hearts: Chain of Memories,GBA,2004,1260000.0,180000.0,350000.0,60000.0
Pinball,NES,1984,800000.0,190000.0,830000.0,30000.0
inFAMOUS 2,PS3,2011,1050000.0,490000.0,80000.0,230000.0
Demon's Souls,PS3,2009,970000.0,340000.0,350000.0,180000.0
Jet Moto,PS,1996,1330000.0,400000.0,30000.0,70000.0
Just Cause 3,PS4,2015,460000.0,1020000.0,70000.0,280000.0
Secret of Mana,SNES,1993,250000.0,70000.0,1490000.0,20000.0
The Orange Box,X360,2007,1090000.0,540000.0,20000.0,170000.0
Air Combat,PS,1995,920000.0,330000.0,520000.0,50000.0
Kirby: Triple Deluxe,3DS,2014,610000.0,340000.0,790000.0,90000.0
Metroid Prime 3: Corruption,Wii,2007,910000.0,740000.0,70000.0,90000.0
The Evil Within,PS4,2014,550000.0,840000.0,110000.0,310000.0
Crazy Taxi,DC,2000,1100000.0,510000.0,120000.0,80000.0
Virtua Fighter 4,PS2,2002,780000.0,440000.0,560000.0,40000.0
Sonic Advance 2,GBA,2002,930000.0,590000.0,210000.0,70000.0
NBA 2K11,PS3,2010,1410000.0,210000.0,30000.0,160000.0
Call of Duty: Black Ops 3,PS3,2015,490000.0,960000.0,70000.0,270000.0
Disney's The Lion King,SNES,1994,1260000.0,390000.0,80000.0,60000.0
Kinect Star Wars,X360,2012,1050000.0,570000.0,30000.0,140000.0
The Getaway: Black Monday,PS2,2004,390000.0,1010000.0,20000.0,360000.0
Just Cause 2,PS3,2010,450000.0,940000.0,60000.0,330000.0
Dragon's Dogma,PS3,2012,410000.0,460000.0,720000.0,190000.0
The Legend of Zelda: The Wind Waker,WiiU,2013,930000.0,570000.0,140000.0,130000.0
Wii Party U,WiiU,2013,310000.0,540000.0,840000.0,80000.0
Final Fantasy II,SNES,1991,240000.0,90000.0,1330000.0,120000.0
Kirby 64: The Crystal Shards,N64,2000,630000.0,60000.0,1030000.0,40000.0
Dead or Alive 3,XB,2001,1190000.0,290000.0,240000.0,60000.0
UFC 2009 Undisputed,PS3,2009,1070000.0,450000.0,10000.0,240000.0
Metroid II: Return of Samus,GB,1991,850000.0,310000.0,560000.0,40000.0
Golden Sun,GBA,2001,930000.0,380000.0,400000.0,60000.0
Kid Icarus,NES,1986,530000.0,120000.0,1090000.0,20000.0
BioShock Infinite,PS3,2013,720000.0,690000.0,40000.0,310000.0
FIFA Soccer 08,PS3,2007,350000.0,1070000.0,20000.0,320000.0
Star Wars: Starfighter,PS2,2001,610000.0,870000.0,20000.0,260000.0
Kingdom Hearts,PS3,2013,900000.0,370000.0,250000.0,240000.0
Pro Evolution Soccer,PS2,2001,60000.0,900000.0,530000.0,270000.0
Crackdown,X360,2007,1000000.0,540000.0,30000.0,180000.0
Yoshi,NES,1991,700000.0,130000.0,910000.0,10000.0
Disney's Aladdin,SNES,1993,940000.0,340000.0,210000.0,270000.0
Kirby's Adventure,NES,1993,790000.0,140000.0,800000.0,20000.0
Dance Dance Revolution X,PS2,2008,850000.0,660000.0,10000.0,220000.0
Star Wars Episode I: The Phantom Menace,PS,1999,720000.0,890000.0,40000.0,100000.0
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,630000.0,490000.0,450000.0,170000.0
Portal 2,PS3,2011,830000.0,630000.0,20000.0,250000.0
Forza Motorsport 6,XOne,2015,690000.0,890000.0,30000.0,140000.0
Diablo III,PS4,2014,490000.0,880000.0,60000.0,300000.0
Uncharted: Golden Abyss,PSV,2011,590000.0,750000.0,130000.0,270000.0
Destiny,PS3,2014,670000.0,660000.0,120000.0,270000.0
Overwatch,PS4,2016,640000.0,680000.0,140000.0,260000.0
Harry Potter and the Sorcerer's Stone,GB,2001,940000.0,620000.0,100000.0,70000.0
Dishonored,X360,2012,1060000.0,520000.0,10000.0,140000.0
The Order: 1886,PS4,2015,610000.0,780000.0,60000.0,270000.0
Star Ocean: Till The End of Time,PS2,2003,800000.0,210000.0,550000.0,150000.0
Ace Combat 5: The Unsung War,PS2,2004,880000.0,340000.0,320000.0,180000.0
The Crew,PS4,2014,340000.0,1080000.0,30000.0,260000.0
We Ski,Wii,2008,990000.0,420000.0,140000.0,150000.0
Kirby's Return to Dreamland,Wii,2011,620000.0,210000.0,790000.0,80000.0
SOCOM 3: U.S. Navy SEALs,PS2,2005,1220000.0,340000.0,40000.0,100000.0
Saints Row 2,PS3,2008,880000.0,540000.0,20000.0,250000.0
Saints Row IV,X360,2013,1010000.0,530000.0,10000.0,140000.0
WCW vs. nWo: World Tour,N64,1997,1370000.0,280000.0,30000.0,20000.0
WCW/NWO Thunder,PS,1998,1100000.0,480000.0,40000.0,70000.0
Harry Potter and the Sorcerer's Stone,GBA,2001,870000.0,660000.0,80000.0,80000.0
Need For Speed: Undercover,X360,2008,790000.0,710000.0,10000.0,180000.0
Resident Evil 4,GC,2005,980000.0,420000.0,220000.0,60000.0
Call of Duty Black Ops: Declassified,PSV,2012,800000.0,520000.0,70000.0,300000.0
Yoshi's Cookie,GB,1992,590000.0,240000.0,820000.0,30000.0
Time Crisis,PS,1997,380000.0,870000.0,330000.0,100000.0
MySims,Wii,2007,910000.0,550000.0,40000.0,170000.0
Metroid Fusion,GBA,2002,1180000.0,270000.0,170000.0,60000.0
Fight Night Round 3,PS3,2006,810000.0,590000.0,10000.0,260000.0
Knack,PS4,2013,430000.0,670000.0,420000.0,150000.0
Disney's DuckTales,NES,1989,910000.0,300000.0,420000.0,40000.0
Tony Hawk's Pro Skater 3,PS,2001,1090000.0,490000.0,20000.0,70000.0
"Monsters, Inc.",GBA,2001,590000.0,950000.0,30000.0,100000.0
PGR: Project Gotham Racing 2,XB,2003,970000.0,590000.0,40000.0,70000.0
Spy Hunter,PS2,2001,1130000.0,320000.0,210000.0,220000.0
NCAA Football 2004,PS2,2003,1350000.0,90000.0,230000.0,230000.0
